target_split,image_id,base_id,source_split,source_image,target_image,target_label,object_count
train,20161122-SPI-AOI-1_90,20161122-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161122-SPI-AOI-1_90.jpeg,data\yolo\images\train\20161122-SPI-AOI-1_90.jpeg,data\yolo\labels\train\20161122-SPI-AOI-1_90.txt,3
train,20161122-SPI-AOI-1_shuiping,20161122-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161122-SPI-AOI-1_shuiping.jpeg,data\yolo\images\train\20161122-SPI-AOI-1_shuiping.jpeg,data\yolo\labels\train\20161122-SPI-AOI-1_shuiping.txt,3
train,20161122-SPI-AOI-1_shuzhi,20161122-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161122-SPI-AOI-1_shuzhi.jpeg,data\yolo\images\train\20161122-SPI-AOI-1_shuzhi.jpeg,data\yolo\labels\train\20161122-SPI-AOI-1_shuzhi.txt,3
train,20161122-SPI-AOI-1_suofang,20161122-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161122-SPI-AOI-1_suofang.jpeg,data\yolo\images\train\20161122-SPI-AOI-1_suofang.jpeg,data\yolo\labels\train\20161122-SPI-AOI-1_suofang.txt,3
train,20161124-SPI-AOI-1,20161124-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-1.jpeg,data\yolo\images\train\20161124-SPI-AOI-1.jpeg,data\yolo\labels\train\20161124-SPI-AOI-1.txt,4
train,20161124-SPI-AOI-1_180,20161124-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-1_180.jpeg,data\yolo\images\train\20161124-SPI-AOI-1_180.jpeg,data\yolo\labels\train\20161124-SPI-AOI-1_180.txt,4
train,20161124-SPI-AOI-1_270,20161124-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-1_270.jpeg,data\yolo\images\train\20161124-SPI-AOI-1_270.jpeg,data\yolo\labels\train\20161124-SPI-AOI-1_270.txt,4
train,20161124-SPI-AOI-1_90,20161124-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-1_90.jpeg,data\yolo\images\train\20161124-SPI-AOI-1_90.jpeg,data\yolo\labels\train\20161124-SPI-AOI-1_90.txt,4
train,20161124-SPI-AOI-1_shuiping,20161124-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-1_shuiping.jpeg,data\yolo\images\train\20161124-SPI-AOI-1_shuiping.jpeg,data\yolo\labels\train\20161124-SPI-AOI-1_shuiping.txt,4
train,20161124-SPI-AOI-1_shuzhi,20161124-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-1_shuzhi.jpeg,data\yolo\images\train\20161124-SPI-AOI-1_shuzhi.jpeg,data\yolo\labels\train\20161124-SPI-AOI-1_shuzhi.txt,4
train,20161124-SPI-AOI-1_suofang,20161124-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-1_suofang.jpeg,data\yolo\images\train\20161124-SPI-AOI-1_suofang.jpeg,data\yolo\labels\train\20161124-SPI-AOI-1_suofang.txt,4
train,20161124-SPI-AOI-2,20161124-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-2.jpeg,data\yolo\images\train\20161124-SPI-AOI-2.jpeg,data\yolo\labels\train\20161124-SPI-AOI-2.txt,3
train,20161124-SPI-AOI-2_180,20161124-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-2_180.jpeg,data\yolo\images\train\20161124-SPI-AOI-2_180.jpeg,data\yolo\labels\train\20161124-SPI-AOI-2_180.txt,3
train,20161124-SPI-AOI-2_270,20161124-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-2_270.jpeg,data\yolo\images\train\20161124-SPI-AOI-2_270.jpeg,data\yolo\labels\train\20161124-SPI-AOI-2_270.txt,3
train,20161124-SPI-AOI-2_90,20161124-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-2_90.jpeg,data\yolo\images\train\20161124-SPI-AOI-2_90.jpeg,data\yolo\labels\train\20161124-SPI-AOI-2_90.txt,3
train,20161124-SPI-AOI-2_shuiping,20161124-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-2_shuiping.jpeg,data\yolo\images\train\20161124-SPI-AOI-2_shuiping.jpeg,data\yolo\labels\train\20161124-SPI-AOI-2_shuiping.txt,3
train,20161124-SPI-AOI-2_shuzhi,20161124-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-2_shuzhi.jpeg,data\yolo\images\train\20161124-SPI-AOI-2_shuzhi.jpeg,data\yolo\labels\train\20161124-SPI-AOI-2_shuzhi.txt,3
train,20161124-SPI-AOI-2_suofang,20161124-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-2_suofang.jpeg,data\yolo\images\train\20161124-SPI-AOI-2_suofang.jpeg,data\yolo\labels\train\20161124-SPI-AOI-2_suofang.txt,3
train,20161124-SPI-AOI-4,20161124-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-4.jpeg,data\yolo\images\train\20161124-SPI-AOI-4.jpeg,data\yolo\labels\train\20161124-SPI-AOI-4.txt,3
train,20161124-SPI-AOI-4_180,20161124-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-4_180.jpeg,data\yolo\images\train\20161124-SPI-AOI-4_180.jpeg,data\yolo\labels\train\20161124-SPI-AOI-4_180.txt,3
train,20161124-SPI-AOI-4_270,20161124-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-4_270.jpeg,data\yolo\images\train\20161124-SPI-AOI-4_270.jpeg,data\yolo\labels\train\20161124-SPI-AOI-4_270.txt,3
train,20161124-SPI-AOI-4_90,20161124-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-4_90.jpeg,data\yolo\images\train\20161124-SPI-AOI-4_90.jpeg,data\yolo\labels\train\20161124-SPI-AOI-4_90.txt,3
train,20161124-SPI-AOI-4_shuiping,20161124-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-4_shuiping.jpeg,data\yolo\images\train\20161124-SPI-AOI-4_shuiping.jpeg,data\yolo\labels\train\20161124-SPI-AOI-4_shuiping.txt,3
train,20161124-SPI-AOI-4_shuzhi,20161124-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-4_shuzhi.jpeg,data\yolo\images\train\20161124-SPI-AOI-4_shuzhi.jpeg,data\yolo\labels\train\20161124-SPI-AOI-4_shuzhi.txt,3
train,20161124-SPI-AOI-4_suofang,20161124-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-4_suofang.jpeg,data\yolo\images\train\20161124-SPI-AOI-4_suofang.jpeg,data\yolo\labels\train\20161124-SPI-AOI-4_suofang.txt,3
train,20161124-SPI-AOI-6,20161124-SPI-AOI-6,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-6.jpeg,data\yolo\images\train\20161124-SPI-AOI-6.jpeg,data\yolo\labels\train\20161124-SPI-AOI-6.txt,6
train,20161124-SPI-AOI-6_180,20161124-SPI-AOI-6,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-6_180.jpeg,data\yolo\images\train\20161124-SPI-AOI-6_180.jpeg,data\yolo\labels\train\20161124-SPI-AOI-6_180.txt,6
train,20161124-SPI-AOI-6_270,20161124-SPI-AOI-6,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-6_270.jpeg,data\yolo\images\train\20161124-SPI-AOI-6_270.jpeg,data\yolo\labels\train\20161124-SPI-AOI-6_270.txt,6
train,20161124-SPI-AOI-6_90,20161124-SPI-AOI-6,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-6_90.jpeg,data\yolo\images\train\20161124-SPI-AOI-6_90.jpeg,data\yolo\labels\train\20161124-SPI-AOI-6_90.txt,6
train,20161124-SPI-AOI-6_shuiping,20161124-SPI-AOI-6,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-6_shuiping.jpeg,data\yolo\images\train\20161124-SPI-AOI-6_shuiping.jpeg,data\yolo\labels\train\20161124-SPI-AOI-6_shuiping.txt,6
train,20161124-SPI-AOI-6_shuzhi,20161124-SPI-AOI-6,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-6_shuzhi.jpeg,data\yolo\images\train\20161124-SPI-AOI-6_shuzhi.jpeg,data\yolo\labels\train\20161124-SPI-AOI-6_shuzhi.txt,6
train,20161124-SPI-AOI-6_suofang,20161124-SPI-AOI-6,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161124-SPI-AOI-6_suofang.jpeg,data\yolo\images\train\20161124-SPI-AOI-6_suofang.jpeg,data\yolo\labels\train\20161124-SPI-AOI-6_suofang.txt,6
train,20161125-SPI-AOI-2,20161125-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161125-SPI-AOI-2.jpeg,data\yolo\images\train\20161125-SPI-AOI-2.jpeg,data\yolo\labels\train\20161125-SPI-AOI-2.txt,2
train,20161125-SPI-AOI-2_180,20161125-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161125-SPI-AOI-2_180.jpeg,data\yolo\images\train\20161125-SPI-AOI-2_180.jpeg,data\yolo\labels\train\20161125-SPI-AOI-2_180.txt,2
train,20161125-SPI-AOI-2_270,20161125-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161125-SPI-AOI-2_270.jpeg,data\yolo\images\train\20161125-SPI-AOI-2_270.jpeg,data\yolo\labels\train\20161125-SPI-AOI-2_270.txt,2
train,20161125-SPI-AOI-2_90,20161125-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161125-SPI-AOI-2_90.jpeg,data\yolo\images\train\20161125-SPI-AOI-2_90.jpeg,data\yolo\labels\train\20161125-SPI-AOI-2_90.txt,2
train,20161125-SPI-AOI-2_shuiping,20161125-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161125-SPI-AOI-2_shuiping.jpeg,data\yolo\images\train\20161125-SPI-AOI-2_shuiping.jpeg,data\yolo\labels\train\20161125-SPI-AOI-2_shuiping.txt,2
train,20161125-SPI-AOI-2_shuzhi,20161125-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161125-SPI-AOI-2_shuzhi.jpeg,data\yolo\images\train\20161125-SPI-AOI-2_shuzhi.jpeg,data\yolo\labels\train\20161125-SPI-AOI-2_shuzhi.txt,2
train,20161125-SPI-AOI-2_suofang,20161125-SPI-AOI-2,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161125-SPI-AOI-2_suofang.jpeg,data\yolo\images\train\20161125-SPI-AOI-2_suofang.jpeg,data\yolo\labels\train\20161125-SPI-AOI-2_suofang.txt,2
train,20161125-SPI-AOI-3,20161125-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161125-SPI-AOI-3.jpeg,data\yolo\images\train\20161125-SPI-AOI-3.jpeg,data\yolo\labels\train\20161125-SPI-AOI-3.txt,6
train,20161125-SPI-AOI-3_180,20161125-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161125-SPI-AOI-3_180.jpeg,data\yolo\images\train\20161125-SPI-AOI-3_180.jpeg,data\yolo\labels\train\20161125-SPI-AOI-3_180.txt,6
train,20161125-SPI-AOI-3_270,20161125-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161125-SPI-AOI-3_270.jpeg,data\yolo\images\train\20161125-SPI-AOI-3_270.jpeg,data\yolo\labels\train\20161125-SPI-AOI-3_270.txt,6
train,20161125-SPI-AOI-3_90,20161125-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161125-SPI-AOI-3_90.jpeg,data\yolo\images\train\20161125-SPI-AOI-3_90.jpeg,data\yolo\labels\train\20161125-SPI-AOI-3_90.txt,6
train,20161125-SPI-AOI-3_shuiping,20161125-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161125-SPI-AOI-3_shuiping.jpeg,data\yolo\images\train\20161125-SPI-AOI-3_shuiping.jpeg,data\yolo\labels\train\20161125-SPI-AOI-3_shuiping.txt,6
train,20161125-SPI-AOI-3_shuzhi,20161125-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161125-SPI-AOI-3_shuzhi.jpeg,data\yolo\images\train\20161125-SPI-AOI-3_shuzhi.jpeg,data\yolo\labels\train\20161125-SPI-AOI-3_shuzhi.txt,6
train,20161125-SPI-AOI-3_suofang,20161125-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161125-SPI-AOI-3_suofang.jpeg,data\yolo\images\train\20161125-SPI-AOI-3_suofang.jpeg,data\yolo\labels\train\20161125-SPI-AOI-3_suofang.txt,6
train,20161129-SPI-AOI-1,20161129-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161129-SPI-AOI-1.jpeg,data\yolo\images\train\20161129-SPI-AOI-1.jpeg,data\yolo\labels\train\20161129-SPI-AOI-1.txt,1
train,20161129-SPI-AOI-1_180,20161129-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161129-SPI-AOI-1_180.jpeg,data\yolo\images\train\20161129-SPI-AOI-1_180.jpeg,data\yolo\labels\train\20161129-SPI-AOI-1_180.txt,1
train,20161129-SPI-AOI-1_270,20161129-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161129-SPI-AOI-1_270.jpeg,data\yolo\images\train\20161129-SPI-AOI-1_270.jpeg,data\yolo\labels\train\20161129-SPI-AOI-1_270.txt,1
train,20161129-SPI-AOI-1_90,20161129-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161129-SPI-AOI-1_90.jpeg,data\yolo\images\train\20161129-SPI-AOI-1_90.jpeg,data\yolo\labels\train\20161129-SPI-AOI-1_90.txt,1
train,20161129-SPI-AOI-1_shuiping,20161129-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161129-SPI-AOI-1_shuiping.jpeg,data\yolo\images\train\20161129-SPI-AOI-1_shuiping.jpeg,data\yolo\labels\train\20161129-SPI-AOI-1_shuiping.txt,1
train,20161129-SPI-AOI-1_shuzhi,20161129-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161129-SPI-AOI-1_shuzhi.jpeg,data\yolo\images\train\20161129-SPI-AOI-1_shuzhi.jpeg,data\yolo\labels\train\20161129-SPI-AOI-1_shuzhi.txt,1
train,20161129-SPI-AOI-1_suofang,20161129-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161129-SPI-AOI-1_suofang.jpeg,data\yolo\images\train\20161129-SPI-AOI-1_suofang.jpeg,data\yolo\labels\train\20161129-SPI-AOI-1_suofang.txt,1
train,20161129-SPI-AOI-3,20161129-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161129-SPI-AOI-3.jpeg,data\yolo\images\train\20161129-SPI-AOI-3.jpeg,data\yolo\labels\train\20161129-SPI-AOI-3.txt,14
train,20161129-SPI-AOI-3_180,20161129-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161129-SPI-AOI-3_180.jpeg,data\yolo\images\train\20161129-SPI-AOI-3_180.jpeg,data\yolo\labels\train\20161129-SPI-AOI-3_180.txt,14
train,20161129-SPI-AOI-3_270,20161129-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161129-SPI-AOI-3_270.jpeg,data\yolo\images\train\20161129-SPI-AOI-3_270.jpeg,data\yolo\labels\train\20161129-SPI-AOI-3_270.txt,14
train,20161129-SPI-AOI-3_90,20161129-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161129-SPI-AOI-3_90.jpeg,data\yolo\images\train\20161129-SPI-AOI-3_90.jpeg,data\yolo\labels\train\20161129-SPI-AOI-3_90.txt,14
train,20161129-SPI-AOI-3_shuiping,20161129-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161129-SPI-AOI-3_shuiping.jpeg,data\yolo\images\train\20161129-SPI-AOI-3_shuiping.jpeg,data\yolo\labels\train\20161129-SPI-AOI-3_shuiping.txt,14
train,20161129-SPI-AOI-3_shuzhi,20161129-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161129-SPI-AOI-3_shuzhi.jpeg,data\yolo\images\train\20161129-SPI-AOI-3_shuzhi.jpeg,data\yolo\labels\train\20161129-SPI-AOI-3_shuzhi.txt,14
train,20161129-SPI-AOI-3_suofang,20161129-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161129-SPI-AOI-3_suofang.jpeg,data\yolo\images\train\20161129-SPI-AOI-3_suofang.jpeg,data\yolo\labels\train\20161129-SPI-AOI-3_suofang.txt,14
train,20161201-SPI-AOI-3,20161201-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161201-SPI-AOI-3.jpeg,data\yolo\images\train\20161201-SPI-AOI-3.jpeg,data\yolo\labels\train\20161201-SPI-AOI-3.txt,2
train,20161201-SPI-AOI-3_180,20161201-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161201-SPI-AOI-3_180.jpeg,data\yolo\images\train\20161201-SPI-AOI-3_180.jpeg,data\yolo\labels\train\20161201-SPI-AOI-3_180.txt,2
train,20161201-SPI-AOI-3_270,20161201-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161201-SPI-AOI-3_270.jpeg,data\yolo\images\train\20161201-SPI-AOI-3_270.jpeg,data\yolo\labels\train\20161201-SPI-AOI-3_270.txt,2
train,20161201-SPI-AOI-3_90,20161201-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161201-SPI-AOI-3_90.jpeg,data\yolo\images\train\20161201-SPI-AOI-3_90.jpeg,data\yolo\labels\train\20161201-SPI-AOI-3_90.txt,2
train,20161201-SPI-AOI-3_shuiping,20161201-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161201-SPI-AOI-3_shuiping.jpeg,data\yolo\images\train\20161201-SPI-AOI-3_shuiping.jpeg,data\yolo\labels\train\20161201-SPI-AOI-3_shuiping.txt,2
train,20161201-SPI-AOI-3_shuzhi,20161201-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161201-SPI-AOI-3_shuzhi.jpeg,data\yolo\images\train\20161201-SPI-AOI-3_shuzhi.jpeg,data\yolo\labels\train\20161201-SPI-AOI-3_shuzhi.txt,2
train,20161201-SPI-AOI-3_suofang,20161201-SPI-AOI-3,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161201-SPI-AOI-3_suofang.jpeg,data\yolo\images\train\20161201-SPI-AOI-3_suofang.jpeg,data\yolo\labels\train\20161201-SPI-AOI-3_suofang.txt,2
train,20161201-SPI-AOI-5,20161201-SPI-AOI-5,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161201-SPI-AOI-5.jpeg,data\yolo\images\train\20161201-SPI-AOI-5.jpeg,data\yolo\labels\train\20161201-SPI-AOI-5.txt,2
train,20161201-SPI-AOI-5_180,20161201-SPI-AOI-5,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161201-SPI-AOI-5_180.jpeg,data\yolo\images\train\20161201-SPI-AOI-5_180.jpeg,data\yolo\labels\train\20161201-SPI-AOI-5_180.txt,2
train,20161201-SPI-AOI-5_270,20161201-SPI-AOI-5,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161201-SPI-AOI-5_270.jpeg,data\yolo\images\train\20161201-SPI-AOI-5_270.jpeg,data\yolo\labels\train\20161201-SPI-AOI-5_270.txt,2
train,20161201-SPI-AOI-5_90,20161201-SPI-AOI-5,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161201-SPI-AOI-5_90.jpeg,data\yolo\images\train\20161201-SPI-AOI-5_90.jpeg,data\yolo\labels\train\20161201-SPI-AOI-5_90.txt,2
train,20161201-SPI-AOI-5_shuiping,20161201-SPI-AOI-5,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161201-SPI-AOI-5_shuiping.jpeg,data\yolo\images\train\20161201-SPI-AOI-5_shuiping.jpeg,data\yolo\labels\train\20161201-SPI-AOI-5_shuiping.txt,2
train,20161201-SPI-AOI-5_shuzhi,20161201-SPI-AOI-5,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161201-SPI-AOI-5_shuzhi.jpeg,data\yolo\images\train\20161201-SPI-AOI-5_shuzhi.jpeg,data\yolo\labels\train\20161201-SPI-AOI-5_shuzhi.txt,2
train,20161201-SPI-AOI-5_suofang,20161201-SPI-AOI-5,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161201-SPI-AOI-5_suofang.jpeg,data\yolo\images\train\20161201-SPI-AOI-5_suofang.jpeg,data\yolo\labels\train\20161201-SPI-AOI-5_suofang.txt,2
train,20161207-SPI-AOI-1,20161207-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-1.jpeg,data\yolo\images\train\20161207-SPI-AOI-1.jpeg,data\yolo\labels\train\20161207-SPI-AOI-1.txt,4
train,20161207-SPI-AOI-1_180,20161207-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-1_180.jpeg,data\yolo\images\train\20161207-SPI-AOI-1_180.jpeg,data\yolo\labels\train\20161207-SPI-AOI-1_180.txt,4
train,20161207-SPI-AOI-1_270,20161207-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-1_270.jpeg,data\yolo\images\train\20161207-SPI-AOI-1_270.jpeg,data\yolo\labels\train\20161207-SPI-AOI-1_270.txt,4
train,20161207-SPI-AOI-1_90,20161207-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-1_90.jpeg,data\yolo\images\train\20161207-SPI-AOI-1_90.jpeg,data\yolo\labels\train\20161207-SPI-AOI-1_90.txt,4
train,20161207-SPI-AOI-1_shuiping,20161207-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-1_shuiping.jpeg,data\yolo\images\train\20161207-SPI-AOI-1_shuiping.jpeg,data\yolo\labels\train\20161207-SPI-AOI-1_shuiping.txt,4
train,20161207-SPI-AOI-1_shuzhi,20161207-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-1_shuzhi.jpeg,data\yolo\images\train\20161207-SPI-AOI-1_shuzhi.jpeg,data\yolo\labels\train\20161207-SPI-AOI-1_shuzhi.txt,4
train,20161207-SPI-AOI-1_suofang,20161207-SPI-AOI-1,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-1_suofang.jpeg,data\yolo\images\train\20161207-SPI-AOI-1_suofang.jpeg,data\yolo\labels\train\20161207-SPI-AOI-1_suofang.txt,4
train,20161207-SPI-AOI-4,20161207-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-4.jpeg,data\yolo\images\train\20161207-SPI-AOI-4.jpeg,data\yolo\labels\train\20161207-SPI-AOI-4.txt,4
train,20161207-SPI-AOI-4_180,20161207-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-4_180.jpeg,data\yolo\images\train\20161207-SPI-AOI-4_180.jpeg,data\yolo\labels\train\20161207-SPI-AOI-4_180.txt,4
train,20161207-SPI-AOI-4_270,20161207-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-4_270.jpeg,data\yolo\images\train\20161207-SPI-AOI-4_270.jpeg,data\yolo\labels\train\20161207-SPI-AOI-4_270.txt,4
train,20161207-SPI-AOI-4_90,20161207-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-4_90.jpeg,data\yolo\images\train\20161207-SPI-AOI-4_90.jpeg,data\yolo\labels\train\20161207-SPI-AOI-4_90.txt,4
train,20161207-SPI-AOI-4_shuiping,20161207-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-4_shuiping.jpeg,data\yolo\images\train\20161207-SPI-AOI-4_shuiping.jpeg,data\yolo\labels\train\20161207-SPI-AOI-4_shuiping.txt,4
train,20161207-SPI-AOI-4_shuzhi,20161207-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-4_shuzhi.jpeg,data\yolo\images\train\20161207-SPI-AOI-4_shuzhi.jpeg,data\yolo\labels\train\20161207-SPI-AOI-4_shuzhi.txt,4
train,20161207-SPI-AOI-4_suofang,20161207-SPI-AOI-4,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-4_suofang.jpeg,data\yolo\images\train\20161207-SPI-AOI-4_suofang.jpeg,data\yolo\labels\train\20161207-SPI-AOI-4_suofang.txt,4
train,20161207-SPI-AOI-5,20161207-SPI-AOI-5,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-5.jpeg,data\yolo\images\train\20161207-SPI-AOI-5.jpeg,data\yolo\labels\train\20161207-SPI-AOI-5.txt,1
train,20161207-SPI-AOI-5_180,20161207-SPI-AOI-5,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-5_180.jpeg,data\yolo\images\train\20161207-SPI-AOI-5_180.jpeg,data\yolo\labels\train\20161207-SPI-AOI-5_180.txt,1
train,20161207-SPI-AOI-5_270,20161207-SPI-AOI-5,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-5_270.jpeg,data\yolo\images\train\20161207-SPI-AOI-5_270.jpeg,data\yolo\labels\train\20161207-SPI-AOI-5_270.txt,1
train,20161207-SPI-AOI-5_90,20161207-SPI-AOI-5,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-5_90.jpeg,data\yolo\images\train\20161207-SPI-AOI-5_90.jpeg,data\yolo\labels\train\20161207-SPI-AOI-5_90.txt,1
train,20161207-SPI-AOI-5_shuiping,20161207-SPI-AOI-5,train_data_augmentation,data\raw\train_data_augmentation\JPEGImages\20161207-SPI-AOI-5_shuiping.jpeg,data\yolo\images\train\20161207-SPI-AOI-5_shuiping.jpeg,data\yolo\labels\train\20161207-SPI-AOI-5_shuiping.txt,1
